topology_id,num_peers,num_orderers,num_orgs,num_channels,num_endorsers,features,block_size,batch_timeout,workload_type,read_ratio,tx_load_tps,tx_number,worker_count,avg_latency_s,throughput_tps,success_rate,max_latency_s,min_latency_s
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,50,10000,2,2.43,36.4,1,5,0.82
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,50,10000,2,2.34,34.6,1,5,1.56
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,50,10000,2,2.07,34.7,1,6,1.05
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,50,10000,4,2.28,35.4,1,6,1.13
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,50,10000,4,2.55,34.0,1,4,1.03
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,50,10000,4,2.04,33.4,1,4,1.2
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,50,10000,8,2.76,33.9,1,6,1.37
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,50,10000,8,2.23,34.2,1,6,0.93
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,50,10000,8,2.92,31.5,1,7,1.5
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,100,1000,2,2.58,69.8,1,4,0.96
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,100,1000,2,2.09,72.5,1,4,1.25
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,100,1000,2,2.67,63.3,1,5,1.38
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,100,1000,4,3.12,71.0,1,6,1.75
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,100,1000,4,2.5,72.2,1,5,1.55
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,100,1000,4,2.91,63.1,1,8,2.03
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,100,1000,8,2.33,66.2,1,7,0.86
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,100,1000,8,2.83,69.8,1,8,1.39
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,100,1000,8,2.66,68.7,1,4,1.43
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,100,2000,2,2.52,65.6,1,5,1.52
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,100,2000,2,2.37,64.2,1,7,1.34
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,100,2000,2,2.67,75.8,1,5,0.85
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,100,2000,4,2.29,69.7,1,4,0.73
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,100,2000,4,2.22,76.3,1,3,1.5
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,100,2000,4,2.39,69.5,1,6,1.41
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,100,2000,8,2.27,74.0,1,4,0.98
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,100,2000,8,2.67,71.0,1,6,1.29
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,100,2000,8,2.76,76.6,1,4,0.94
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,100,5000,2,2.58,75.4,1,7,1.37
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,100,5000,2,3.06,73.8,1,7,1.28
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,100,5000,2,3.03,76.5,1,8,1.29
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,100,5000,4,2.43,65.9,1,4,0.99
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,100,5000,4,2.94,63.7,1,8,1.18
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,100,5000,4,3.56,73.9,1,7,1.66
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,100,5000,8,3.11,64.4,1,7,1.6
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,100,5000,8,3.1,68.0,1,8,1.62
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,100,5000,8,3.5,75.0,1,8,1.6
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,100,10000,2,3.69,63.9,1,9,2.07
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,100,10000,2,2.96,65.1,1,8,1.49
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,100,10000,2,3.38,65.1,1,6,2.03
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,100,10000,4,3.88,73.1,1,6,1.86
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,100,10000,4,2.89,71.0,1,5,1.42
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,100,10000,4,3.88,71.2,1,11,1.75
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,100,10000,8,3.68,69.5,1,6,2.03
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,100,10000,8,3.85,63.4,1,7,1.85
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,100,10000,8,4.05,70.3,1,9,1.26
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,150,1000,2,3.51,107.4,1,7,1.6
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,150,1000,2,4.2,99.5,1,10,2.66
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,150,1000,2,3.65,94.5,1,11,1.21
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,150,1000,4,4.11,95.4,1,9,1.63
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,150,1000,4,4.17,96.9,1,8,2.91
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,150,1000,4,3.71,100.9,1,9,2.27
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,150,1000,8,3.03,113.1,1,7,0.95
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,150,1000,8,3.37,97.5,1,10,1.14
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,150,1000,8,3.64,99.7,1,11,2.03
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,150,2000,2,4.27,108.3,1,12,2.9
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,150,2000,2,3.5,104.4,1,6,2.0
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,150,2000,2,4.28,109.4,1,10,2.24
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,150,2000,4,3.35,105.1,1,10,2.04
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,150,2000,4,3.02,95.7,1,6,1.84
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,150,2000,4,4.26,98.6,1,13,2.96
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,150,2000,8,3.8,104.8,1,7,1.61
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,150,2000,8,3.05,114.2,1,7,1.72
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,150,2000,8,3.61,112.8,1,10,1.98
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,150,5000,2,4.63,111.9,1,10,2.16
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,150,5000,2,4.35,99.8,1,7,2.78
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,150,5000,2,3.9,103.0,1,9,2.43
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,150,5000,4,4.49,112.6,1,11,2.82
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,150,5000,4,3.83,112.5,1,11,1.94
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,150,5000,4,4.18,98.7,1,7,2.0
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,150,5000,8,3.35,107.2,1,9,2.15
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,150,5000,8,4.16,99.8,1,8,1.3
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,150,5000,8,3.98,105.0,1,7,1.54
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,150,10000,2,3.95,111.7,1,12,2.03
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,150,10000,2,5.37,96.6,1,13,2.46
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,150,10000,2,4.62,97.0,1,9,1.83
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,150,10000,4,4.73,97.8,1,11,1.8
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,150,10000,4,4.9,113.3,1,10,2.43
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,150,10000,4,4.25,113.0,1,11,2.29
T0,1,1,2,1,1,basic,1000,2.0,createCar,0.0,150,10000,8,4.35,110.0,1,13,2.55
T0,1,1,2,1,1,basic,1000,2.0,mixed,0.5,150,10000,8,4.35,113.4,1,11,2.3
T0,1,1,2,1,1,basic,1000,2.0,queryCar,1.0,150,10000,8,5.06,101.9,1,10,1.73
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,50,1000,2,1.55,33.9,1,3,0.97
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,50,1000,2,1.73,34.5,1,4,1.17
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,50,1000,2,1.65,32.3,1,4,0.67
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,50,1000,4,1.87,33.2,1,5,0.62
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,50,1000,4,1.35,36.5,1,3,0.67
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,50,1000,4,1.39,36.7,1,3,0.95
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,50,1000,8,1.61,31.6,1,2,1.09
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,50,1000,8,1.61,31.5,1,3,0.8
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,50,1000,8,1.32,35.2,1,3,0.71
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,50,2000,2,1.8,37.1,1,3,0.94
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,50,2000,2,1.61,36.2,1,3,0.75
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,50,2000,2,1.83,32.0,1,5,0.62
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,50,2000,4,1.43,32.7,1,3,0.96
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,50,2000,4,2.04,32.7,1,6,1.2
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,50,2000,4,1.43,35.7,1,4,0.57
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,50,2000,8,1.68,36.1,1,4,0.77
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,50,2000,8,1.91,33.8,1,5,0.84
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,50,2000,8,1.72,33.9,1,4,1.02
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,50,5000,2,1.66,36.5,1,4,0.93
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,50,5000,2,1.99,33.7,1,5,0.98
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,50,5000,2,1.63,36.3,1,3,0.8
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,50,5000,4,2.25,37.1,1,5,1.14
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,50,5000,4,1.99,35.5,1,4,1.05
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,50,5000,4,1.85,33.4,1,4,0.7
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,50,5000,8,2.32,37.4,1,4,1.02
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,50,5000,8,1.84,33.8,1,4,0.93
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,50,5000,8,1.79,34.8,1,5,0.61
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,50,10000,2,2.19,34.2,1,6,1.44
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,50,10000,2,2.13,33.0,1,5,0.66
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,50,10000,2,2.17,33.3,1,6,1.51
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,50,10000,4,2.76,33.3,1,6,1.79
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,50,10000,4,2.91,32.6,1,7,1.13
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,50,10000,4,2.89,33.3,1,7,1.0
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,50,10000,8,2.18,34.3,1,4,0.75
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,50,10000,8,2.75,34.7,1,6,1.8
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,50,10000,8,2.48,33.4,1,6,0.76
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,100,1000,2,2.84,67.7,1,7,1.65
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,100,1000,2,2.23,63.8,1,4,1.23
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,100,1000,2,2.32,73.1,1,7,0.97
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,100,1000,4,2.49,68.8,1,4,1.39
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,100,1000,4,2.69,76.7,1,7,1.33
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,100,1000,4,2.63,63.6,1,7,0.94
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,100,1000,8,2.6,63.8,1,7,1.6
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,100,1000,8,2.41,73.8,1,5,1.35
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,100,1000,8,2.54,75.5,1,7,0.93
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,100,2000,2,2.31,69.2,1,5,1.6
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,100,2000,2,2.23,75.7,1,3,1.38
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,100,2000,2,2.79,67.8,1,6,0.93
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,100,2000,4,2.97,68.3,1,7,1.95
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,100,2000,4,3.01,63.8,1,7,1.55
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,100,2000,4,3.11,66.7,1,9,0.95
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,100,2000,8,2.22,75.8,1,6,0.89
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,100,2000,8,2.78,65.9,1,5,0.85
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,100,2000,8,3.08,73.7,1,7,2.0
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,100,5000,2,3.47,72.4,1,5,2.19
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,100,5000,2,2.68,65.1,1,6,1.55
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,100,5000,2,2.76,63.7,1,5,1.01
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,100,5000,4,2.86,72.3,1,5,1.55
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,100,5000,4,2.63,63.3,1,5,1.02
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,100,5000,4,3.46,66.5,1,8,2.21
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,100,5000,8,3.46,70.0,1,9,1.29
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,100,5000,8,3.26,75.7,1,6,1.99
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,100,5000,8,3.6,67.0,1,8,2.13
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,100,10000,2,3.57,75.8,1,10,1.92
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,100,10000,2,3.79,65.6,1,7,2.16
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,100,10000,2,3.84,66.8,1,8,2.16
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,100,10000,4,3.9,67.3,1,8,2.43
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,100,10000,4,4.0,73.4,1,8,2.01
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,100,10000,4,2.91,68.4,1,7,1.92
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,100,10000,8,3.24,76.4,1,6,1.87
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,100,10000,8,3.55,70.6,1,8,1.8
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,100,10000,8,3.55,70.1,1,10,2.08
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,150,1000,2,3.55,109.3,1,9,2.26
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,150,1000,2,3.28,105.9,1,8,1.88
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,150,1000,2,3.61,99.7,1,9,2.16
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,150,1000,4,3.66,104.7,1,8,1.23
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,150,1000,4,4.03,105.0,1,7,2.06
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,150,1000,4,3.35,110.2,1,5,1.39
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,150,1000,8,2.91,96.4,1,5,1.31
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,150,1000,8,3.8,107.5,1,10,1.59
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,150,1000,8,3.37,110.6,1,9,2.11
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,150,2000,2,4.06,94.4,1,7,1.72
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,150,2000,2,3.48,103.2,1,7,2.03
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,150,2000,2,4.19,104.8,1,10,2.66
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,150,2000,4,4.02,96.0,1,7,2.79
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,150,2000,4,3.39,109.9,1,7,2.37
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,150,2000,4,4.2,102.5,1,8,2.39
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,150,2000,8,3.12,113.3,1,9,2.0
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,150,2000,8,3.69,98.7,1,10,1.43
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,150,2000,8,3.75,101.1,1,10,1.57
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,150,5000,2,3.98,108.0,1,10,2.39
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,150,5000,2,3.76,95.3,1,7,2.16
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,150,5000,2,3.81,101.0,1,9,1.41
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,150,5000,4,3.23,97.1,1,8,1.2
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,150,5000,4,3.43,96.7,1,10,2.13
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,150,5000,4,4.57,96.4,1,10,2.1
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,150,5000,8,3.7,109.4,1,10,1.85
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,150,5000,8,3.34,101.9,1,8,2.11
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,150,5000,8,4.21,100.5,1,12,2.54
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,150,10000,2,3.94,97.3,1,12,1.69
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,150,10000,2,3.82,104.0,1,9,1.26
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,150,10000,2,4.18,103.8,1,12,1.76
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,150,10000,4,4.91,99.7,1,14,1.86
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,150,10000,4,4.83,104.1,1,11,2.26
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,150,10000,4,5.02,113.6,1,11,2.82
T0,1,1,2,1,1,basic,1000,5.0,createCar,0.0,150,10000,8,5.1,105.1,1,14,3.49
T0,1,1,2,1,1,basic,1000,5.0,mixed,0.5,150,10000,8,5.1,94.9,1,13,1.55
T0,1,1,2,1,1,basic,1000,5.0,queryCar,1.0,150,10000,8,4.78,101.3,1,13,2.63
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,50,1000,2,1.64,0.0,1,3,1.14
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,50,1000,2,1.29,0.0,1,2,0.5
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,50,1000,2,1.58,0.0,1,4,1.06
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,50,1000,4,1.47,0.0,1,3,0.95
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,50,1000,4,1.86,0.0,1,3,0.86
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,50,1000,4,1.41,0.0,1,2,0.7
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,50,1000,8,1.9,0.0,1,3,0.62
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,50,1000,8,1.41,0.0,1,4,0.95
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,50,1000,8,1.39,0.0,1,3,0.45
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,50,2000,2,1.46,0.0,1,4,0.88
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,50,2000,2,1.53,0.0,1,3,1.0
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,50,2000,2,1.9,0.0,1,3,1.33
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,50,2000,4,1.7,0.0,1,5,1.0
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,50,2000,4,1.58,0.0,1,3,1.06
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,50,2000,4,1.46,0.0,1,4,0.93
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,50,2000,8,1.53,0.0,1,4,1.01
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,50,2000,8,1.65,0.0,1,4,0.97
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,50,2000,8,1.91,0.0,1,3,0.63
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,50,5000,2,2.18,0.0,1,5,1.34
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,50,5000,2,1.6,0.0,1,3,0.64
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,50,5000,2,2.16,0.0,1,6,1.01
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,50,5000,4,2.31,0.0,1,6,0.8
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,50,5000,4,1.71,0.0,1,4,1.01
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,50,5000,4,2.27,0.0,1,4,1.29
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,50,5000,8,1.64,0.0,1,5,0.5
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,50,5000,8,1.94,0.0,1,3,1.19
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,50,5000,8,2.2,0.0,1,4,1.19
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,50,10000,2,2.83,0.0,1,8,1.16
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,50,10000,2,2.37,0.0,1,7,1.2
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,50,10000,2,2.85,0.0,1,6,1.73
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,50,10000,4,2.88,0.0,1,7,1.06
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,50,10000,4,2.94,0.0,1,7,1.31
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,50,10000,4,2.37,0.0,1,5,1.31
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,50,10000,8,2.31,0.0,1,6,0.91
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,50,10000,8,2.21,0.0,1,4,1.44
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,50,10000,8,2.95,0.0,1,8,1.68
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,100,1000,2,2.4,0.0,1,6,0.78
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,100,1000,2,2.77,0.0,1,7,0.94
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,100,1000,2,2.32,0.0,1,5,1.01
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,100,1000,4,2.23,0.0,1,7,0.91
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,100,1000,4,2.54,0.0,1,5,1.22
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,100,1000,4,2.68,0.0,1,6,1.63
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,100,1000,8,2.23,0.0,1,4,1.32
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,100,1000,8,2.36,0.0,1,4,1.16
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,100,1000,8,3.12,0.0,1,7,1.84
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,100,2000,2,2.85,0.0,1,7,1.26
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,100,2000,2,2.82,0.0,1,5,1.63
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,100,2000,2,2.35,0.0,1,6,0.75
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,100,2000,4,2.72,0.0,1,6,0.96
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,100,2000,4,2.61,0.0,1,7,0.87
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,100,2000,4,2.85,0.0,1,5,1.28
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,100,2000,8,2.84,0.0,1,6,1.11
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,100,2000,8,2.18,0.0,1,6,1.23
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,100,2000,8,2.98,0.0,1,5,1.38
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,100,5000,2,2.79,0.0,1,7,1.0
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,100,5000,2,2.52,0.0,1,7,1.16
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,100,5000,2,3.46,0.0,1,7,2.19
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,100,5000,4,2.48,0.0,1,6,1.63
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,100,5000,4,2.84,0.0,1,8,1.98
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,100,5000,4,3.03,0.0,1,9,1.07
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,100,5000,8,3.08,0.0,1,6,1.88
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,100,5000,8,3.2,0.0,1,5,1.69
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,100,5000,8,2.81,0.0,1,7,1.84
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,100,10000,2,2.86,0.0,1,7,1.15
T1,3,3,3,2,3,basic,100,0.5,mixed,0.5,100,10000,2,4.08,0.0,1,11,2.02
T1,3,3,3,2,3,basic,100,0.5,queryCar,1.0,100,10000,2,4.06,0.0,1,12,1.24
T1,3,3,3,2,3,basic,100,0.5,createCar,0.0,100,10000,4,4.04,0.0,1,7,2.32
